R_m,rho_needed_conserv,rho_needed_realist,rho_needed_optimist,rho_avail_conserv,rho_avail_realist,rho_avail_optimist,gap_conserv,gap_realist,gap_optimist
2.7345e+04,5.7880e+50,5.7880e+50,5.7880e+50,5.7296e+04,3.1831e+07,3.1831e+10,1.0102e+46,1.8184e+43,1.8184e+40
2.7983e+04,5.5270e+50,5.5270e+50,5.5270e+50,5.7296e+04,3.1831e+07,3.1831e+10,9.6465e+45,1.7364e+43,1.7364e+40
2.8636e+04,5.2778e+50,5.2778e+50,5.2778e+50,5.7296e+04,3.1831e+07,3.1831e+10,9.2115e+45,1.6581e+43,1.6581e+40
2.9304e+04,5.0398e+50,5.0398e+50,5.0398e+50,5.7296e+04,3.1831e+07,3.1831e+10,8.7961e+45,1.5833e+43,1.5833e+40
2.9988e+04,4.8125e+50,4.8125e+50,4.8125e+50,5.7296e+04,3.1831e+07,3.1831e+10,8.3994e+45,1.5119e+43,1.5119e+40
3.0688e+04,4.5955e+50,4.5955e+50,4.5955e+50,5.7296e+04,3.1831e+07,3.1831e+10,8.0206e+45,1.4437e+43,1.4437e+40
3.1405e+04,4.3882e+50,4.3882e+50,4.3882e+50,5.7296e+04,3.1831e+07,3.1831e+10,7.6589e+45,1.3786e+43,1.3786e+40
3.2138e+04,4.1904e+50,4.1904e+50,4.1904e+50,5.7296e+04,3.1831e+07,3.1831e+10,7.3135e+45,1.3164e+43,1.3164e+40
3.2888e+04,4.0014e+50,4.0014e+50,4.0014e+50,5.7296e+04,3.1831e+07,3.1831e+10,6.9837e+45,1.2571e+43,1.2571e+40
3.3655e+04,3.8209e+50,3.8209e+50,3.8209e+50,5.7296e+04,3.1831e+07,3.1831e+10,6.6688e+45,1.2004e+43,1.2004e+40
3.4441e+04,3.6486e+50,3.6486e+50,3.6486e+50,5.7296e+04,3.1831e+07,3.1831e+10,6.3681e+45,1.1463e+43,1.1463e+40
3.5245e+04,3.4841e+50,3.4841e+50,3.4841e+50,5.7296e+04,3.1831e+07,3.1831e+10,6.0809e+45,1.0946e+43,1.0946e+40
3.6067e+04,3.3270e+50,3.3270e+50,3.3270e+50,5.7296e+04,3.1831e+07,3.1831e+10,5.8067e+45,1.0452e+43,1.0452e+40
3.6909e+04,3.1769e+50,3.1769e+50,3.1769e+50,5.7296e+04,3.1831e+07,3.1831e+10,5.5448e+45,9.9807e+42,9.9807e+39
3.7771e+04,3.0337e+50,3.0337e+50,3.0337e+50,5.7296e+04,3.1831e+07,3.1831e+10,5.2948e+45,9.5306e+42,9.5306e+39
3.8652e+04,2.8969e+50,2.8969e+50,2.8969e+50,5.7296e+04,3.1831e+07,3.1831e+10,5.0560e+45,9.1008e+42,9.1008e+39
3.9554e+04,2.7662e+50,2.7662e+50,2.7662e+50,5.7296e+04,3.1831e+07,3.1831e+10,4.8280e+45,8.6904e+42,8.6904e+39
4.0478e+04,2.6415e+50,2.6415e+50,2.6415e+50,5.7296e+04,3.1831e+07,3.1831e+10,4.6103e+45,8.2985e+42,8.2985e+39
4.1422e+04,2.5224e+50,2.5224e+50,2.5224e+50,5.7296e+04,3.1831e+07,3.1831e+10,4.4024e+45,7.9243e+42,7.9243e+39
4.2389e+04,2.4086e+50,2.4086e+50,2.4086e+50,5.7296e+04,3.1831e+07,3.1831e+10,4.2038e+45,7.5669e+42,7.5669e+39
4.3379e+04,2.3000e+50,2.3000e+50,2.3000e+50,5.7296e+04,3.1831e+07,3.1831e+10,4.0143e+45,7.2257e+42,7.2257e+39
4.4391e+04,2.1963e+50,2.1963e+50,2.1963e+50,5.7296e+04,3.1831e+07,3.1831e+10,3.8332e+45,6.8998e+42,6.8998e+39
4.5427e+04,2.0972e+50,2.0972e+50,2.0972e+50,5.7296e+04,3.1831e+07,3.1831e+10,3.6604e+45,6.5887e+42,6.5887e+39
4.6487e+04,2.0027e+50,2.0027e+50,2.0027e+50,5.7296e+04,3.1831e+07,3.1831e+10,3.4953e+45,6.2916e+42,6.2916e+39
4.7572e+04,1.9124e+50,1.9124e+50,1.9124e+50,5.7296e+04,3.1831e+07,3.1831e+10,3.3377e+45,6.0079e+42,6.0079e+39
4.8683e+04,1.8261e+50,1.8261e+50,1.8261e+50,5.7296e+04,3.1831e+07,3.1831e+10,3.1872e+45,5.7369e+42,5.7369e+39
4.9819e+04,1.7438e+50,1.7438e+50,1.7438e+50,5.7296e+04,3.1831e+07,3.1831e+10,3.0435e+45,5.4782e+42,5.4782e+39
5.0982e+04,1.6651e+50,1.6651e+50,1.6651e+50,5.7296e+04,3.1831e+07,3.1831e+10,2.9062e+45,5.2312e+42,5.2312e+39
5.2172e+04,1.5900e+50,1.5900e+50,1.5900e+50,5.7296e+04,3.1831e+07,3.1831e+10,2.7751e+45,4.9953e+42,4.9953e+39
5.3389e+04,1.5183e+50,1.5183e+50,1.5183e+50,5.7296e+04,3.1831e+07,3.1831e+10,2.6500e+45,4.7700e+42,4.7700e+39
5.4636e+04,1.4499e+50,1.4499e+50,1.4499e+50,5.7296e+04,3.1831e+07,3.1831e+10,2.5305e+45,4.5549e+42,4.5549e+39
5.5911e+04,1.3845e+50,1.3845e+50,1.3845e+50,5.7296e+04,3.1831e+07,3.1831e+10,2.4164e+45,4.3495e+42,4.3495e+39
5.7216e+04,1.3221e+50,1.3221e+50,1.3221e+50,5.7296e+04,3.1831e+07,3.1831e+10,2.3074e+45,4.1533e+42,4.1533e+39
5.8551e+04,1.2624e+50,1.2624e+50,1.2624e+50,5.7296e+04,3.1831e+07,3.1831e+10,2.2034e+45,3.9661e+42,3.9661e+39
5.9918e+04,1.2055e+50,1.2055e+50,1.2055e+50,5.7296e+04,3.1831e+07,3.1831e+10,2.1040e+45,3.7872e+42,3.7872e+39
6.1316e+04,1.1511e+50,1.1511e+50,1.1511e+50,5.7296e+04,3.1831e+07,3.1831e+10,2.0091e+45,3.6164e+42,3.6164e+39
6.2747e+04,1.0992e+50,1.0992e+50,1.0992e+50,5.7296e+04,3.1831e+07,3.1831e+10,1.9185e+45,3.4533e+42,3.4533e+39
6.4212e+04,1.0497e+50,1.0497e+50,1.0497e+50,5.7296e+04,3.1831e+07,3.1831e+10,1.8320e+45,3.2976e+42,3.2976e+39
6.5711e+04,1.0023e+50,1.0023e+50,1.0023e+50,5.7296e+04,3.1831e+07,3.1831e+10,1.7494e+45,3.1489e+42,3.1489e+39
6.7244e+04,9.5712e+49,9.5712e+49,9.5712e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.6705e+45,3.0069e+42,3.0069e+39
6.8814e+04,9.1396e+49,9.1396e+49,9.1396e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.5952e+45,2.8713e+42,2.8713e+39
7.0420e+04,8.7275e+49,8.7275e+49,8.7275e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.5232e+45,2.7418e+42,2.7418e+39
7.2064e+04,8.3339e+49,8.3339e+49,8.3339e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.4545e+45,2.6182e+42,2.6182e+39
7.3745e+04,7.9581e+49,7.9581e+49,7.9581e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.3889e+45,2.5001e+42,2.5001e+39
7.5467e+04,7.5992e+49,7.5992e+49,7.5992e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.3263e+45,2.3874e+42,2.3874e+39
7.7228e+04,7.2565e+49,7.2565e+49,7.2565e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.2665e+45,2.2797e+42,2.2797e+39
7.9031e+04,6.9293e+49,6.9293e+49,6.9293e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.2094e+45,2.1769e+42,2.1769e+39
8.0875e+04,6.6168e+49,6.6168e+49,6.6168e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.1548e+45,2.0787e+42,2.0787e+39
8.2763e+04,6.3184e+49,6.3184e+49,6.3184e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.1028e+45,1.9850e+42,1.9850e+39
8.4695e+04,6.0335e+49,6.0335e+49,6.0335e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.0530e+45,1.8955e+42,1.8955e+39
8.6671e+04,5.7614e+49,5.7614e+49,5.7614e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.0056e+45,1.8100e+42,1.8100e+39
8.8694e+04,5.5016e+49,5.5016e+49,5.5016e+49,5.7296e+04,3.1831e+07,3.1831e+10,9.6021e+44,1.7284e+42,1.7284e+39
9.0764e+04,5.2535e+49,5.2535e+49,5.2535e+49,5.7296e+04,3.1831e+07,3.1831e+10,9.1690e+44,1.6504e+42,1.6504e+39
9.2883e+04,5.0166e+49,5.0166e+49,5.0166e+49,5.7296e+04,3.1831e+07,3.1831e+10,8.7556e+44,1.5760e+42,1.5760e+39
9.5051e+04,4.7903e+49,4.7903e+49,4.7903e+49,5.7296e+04,3.1831e+07,3.1831e+10,8.3607e+44,1.5049e+42,1.5049e+39
9.7269e+04,4.5743e+49,4.5743e+49,4.5743e+49,5.7296e+04,3.1831e+07,3.1831e+10,7.9837e+44,1.4371e+42,1.4371e+39
9.9540e+04,4.3680e+49,4.3680e+49,4.3680e+49,5.7296e+04,3.1831e+07,3.1831e+10,7.6237e+44,1.3723e+42,1.3723e+39
1.0186e+05,4.1711e+49,4.1711e+49,4.1711e+49,5.7296e+04,3.1831e+07,3.1831e+10,7.2799e+44,1.3104e+42,1.3104e+39
1.0424e+05,3.9830e+49,3.9830e+49,3.9830e+49,5.7296e+04,3.1831e+07,3.1831e+10,6.9516e+44,1.2513e+42,1.2513e+39
1.0667e+05,3.8034e+49,3.8034e+49,3.8034e+49,5.7296e+04,3.1831e+07,3.1831e+10,6.6381e+44,1.1949e+42,1.1949e+39
1.0916e+05,3.6318e+49,3.6318e+49,3.6318e+49,5.7296e+04,3.1831e+07,3.1831e+10,6.3388e+44,1.1410e+42,1.1410e+39
1.1171e+05,3.4681e+49,3.4681e+49,3.4681e+49,5.7296e+04,3.1831e+07,3.1831e+10,6.0529e+44,1.0895e+42,1.0895e+39
1.1432e+05,3.3117e+49,3.3117e+49,3.3117e+49,5.7296e+04,3.1831e+07,3.1831e+10,5.7799e+44,1.0404e+42,1.0404e+39
1.1699e+05,3.1623e+49,3.1623e+49,3.1623e+49,5.7296e+04,3.1831e+07,3.1831e+10,5.5193e+44,9.9347e+41,9.9347e+38
1.1972e+05,3.0197e+49,3.0197e+49,3.0197e+49,5.7296e+04,3.1831e+07,3.1831e+10,5.2704e+44,9.4867e+41,9.4867e+38
1.2251e+05,2.8835e+49,2.8835e+49,2.8835e+49,5.7296e+04,3.1831e+07,3.1831e+10,5.0327e+44,9.0589e+41,9.0589e+38
1.2537e+05,2.7535e+49,2.7535e+49,2.7535e+49,5.7296e+04,3.1831e+07,3.1831e+10,4.8058e+44,8.6504e+41,8.6504e+38
1.2830e+05,2.6293e+49,2.6293e+49,2.6293e+49,5.7296e+04,3.1831e+07,3.1831e+10,4.5891e+44,8.2603e+41,8.2603e+38
1.3129e+05,2.5108e+49,2.5108e+49,2.5108e+49,5.7296e+04,3.1831e+07,3.1831e+10,4.3821e+44,7.8878e+41,7.8878e+38
1.3436e+05,2.3975e+49,2.3975e+49,2.3975e+49,5.7296e+04,3.1831e+07,3.1831e+10,4.1845e+44,7.5321e+41,7.5321e+38
1.3749e+05,2.2894e+49,2.2894e+49,2.2894e+49,5.7296e+04,3.1831e+07,3.1831e+10,3.9958e+44,7.1924e+41,7.1924e+38
1.4070e+05,2.1862e+49,2.1862e+49,2.1862e+49,5.7296e+04,3.1831e+07,3.1831e+10,3.8156e+44,6.8681e+41,6.8681e+38
1.4398e+05,2.0876e+49,2.0876e+49,2.0876e+49,5.7296e+04,3.1831e+07,3.1831e+10,3.6435e+44,6.5584e+41,6.5584e+38
1.4735e+05,1.9934e+49,1.9934e+49,1.9934e+49,5.7296e+04,3.1831e+07,3.1831e+10,3.4792e+44,6.2626e+41,6.2626e+38
1.5078e+05,1.9036e+49,1.9036e+49,1.9036e+49,5.7296e+04,3.1831e+07,3.1831e+10,3.3223e+44,5.9802e+41,5.9802e+38
1.5430e+05,1.8177e+49,1.8177e+49,1.8177e+49,5.7296e+04,3.1831e+07,3.1831e+10,3.1725e+44,5.7105e+41,5.7105e+38
1.5791e+05,1.7357e+49,1.7357e+49,1.7357e+49,5.7296e+04,3.1831e+07,3.1831e+10,3.0294e+44,5.4530e+41,5.4530e+38
1.6159e+05,1.6575e+49,1.6575e+49,1.6575e+49,5.7296e+04,3.1831e+07,3.1831e+10,2.8928e+44,5.2071e+41,5.2071e+38
1.6536e+05,1.5827e+49,1.5827e+49,1.5827e+49,5.7296e+04,3.1831e+07,3.1831e+10,2.7624e+44,4.9723e+41,4.9723e+38
1.6922e+05,1.5113e+49,1.5113e+49,1.5113e+49,5.7296e+04,3.1831e+07,3.1831e+10,2.6378e+44,4.7480e+41,4.7480e+38
1.7317e+05,1.4432e+49,1.4432e+49,1.4432e+49,5.7296e+04,3.1831e+07,3.1831e+10,2.5188e+44,4.5339e+41,4.5339e+38
1.7721e+05,1.3781e+49,1.3781e+49,1.3781e+49,5.7296e+04,3.1831e+07,3.1831e+10,2.4053e+44,4.3295e+41,4.3295e+38
1.8135e+05,1.3160e+49,1.3160e+49,1.3160e+49,5.7296e+04,3.1831e+07,3.1831e+10,2.2968e+44,4.1342e+41,4.1342e+38
1.8558e+05,1.2566e+49,1.2566e+49,1.2566e+49,5.7296e+04,3.1831e+07,3.1831e+10,2.1932e+44,3.9478e+41,3.9478e+38
1.8991e+05,1.2000e+49,1.2000e+49,1.2000e+49,5.7296e+04,3.1831e+07,3.1831e+10,2.0943e+44,3.7698e+41,3.7698e+38
1.9435e+05,1.1458e+49,1.1458e+49,1.1458e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.9999e+44,3.5998e+41,3.5998e+38
1.9888e+05,1.0942e+49,1.0942e+49,1.0942e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.9097e+44,3.4374e+41,3.4374e+38
2.0352e+05,1.0448e+49,1.0448e+49,1.0448e+49,5.7296e+04,3.1831e+07,3.1831e+10,1.8236e+44,3.2824e+41,3.2824e+38
2.0828e+05,9.9771e+48,9.9771e+48,9.9771e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.7413e+44,3.1344e+41,3.1344e+38
2.1314e+05,9.5272e+48,9.5272e+48,9.5272e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.6628e+44,2.9930e+41,2.9930e+38
2.1811e+05,9.0975e+48,9.0975e+48,9.0975e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.5878e+44,2.8581e+41,2.8581e+38
2.2320e+05,8.6873e+48,8.6873e+48,8.6873e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.5162e+44,2.7292e+41,2.7292e+38
2.2841e+05,8.2955e+48,8.2955e+48,8.2955e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.4478e+44,2.6061e+41,2.6061e+38
2.3374e+05,7.9214e+48,7.9214e+48,7.9214e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.3826e+44,2.4886e+41,2.4886e+38
2.3920e+05,7.5642e+48,7.5642e+48,7.5642e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.3202e+44,2.3764e+41,2.3764e+38
2.4478e+05,7.2231e+48,7.2231e+48,7.2231e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.2607e+44,2.2692e+41,2.2692e+38
2.5049e+05,6.8974e+48,6.8974e+48,6.8974e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.2038e+44,2.1669e+41,2.1669e+38
2.5634e+05,6.5863e+48,6.5863e+48,6.5863e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.1495e+44,2.0692e+41,2.0692e+38
2.6232e+05,6.2893e+48,6.2893e+48,6.2893e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.0977e+44,1.9758e+41,1.9758e+38
2.6845e+05,6.0057e+48,6.0057e+48,6.0057e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.0482e+44,1.8867e+41,1.8867e+38
2.7471e+05,5.7349e+48,5.7349e+48,5.7349e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.0009e+44,1.8017e+41,1.8017e+38
2.8112e+05,5.4762e+48,5.4762e+48,5.4762e+48,5.7296e+04,3.1831e+07,3.1831e+10,9.5579e+43,1.7204e+41,1.7204e+38
2.8769e+05,5.2293e+48,5.2293e+48,5.2293e+48,5.7296e+04,3.1831e+07,3.1831e+10,9.1268e+43,1.6428e+41,1.6428e+38
2.9440e+05,4.9935e+48,4.9935e+48,4.9935e+48,5.7296e+04,3.1831e+07,3.1831e+10,8.7153e+43,1.5687e+41,1.5687e+38
3.0127e+05,4.7683e+48,4.7683e+48,4.7683e+48,5.7296e+04,3.1831e+07,3.1831e+10,8.3222e+43,1.4980e+41,1.4980e+38
3.0830e+05,4.5533e+48,4.5533e+48,4.5533e+48,5.7296e+04,3.1831e+07,3.1831e+10,7.9469e+43,1.4304e+41,1.4304e+38
3.1550e+05,4.3479e+48,4.3479e+48,4.3479e+48,5.7296e+04,3.1831e+07,3.1831e+10,7.5886e+43,1.3659e+41,1.3659e+38
3.2286e+05,4.1519e+48,4.1519e+48,4.1519e+48,5.7296e+04,3.1831e+07,3.1831e+10,7.2464e+43,1.3043e+41,1.3043e+38
3.3040e+05,3.9646e+48,3.9646e+48,3.9646e+48,5.7296e+04,3.1831e+07,3.1831e+10,6.9196e+43,1.2455e+41,1.2455e+38
3.3811e+05,3.7858e+48,3.7858e+48,3.7858e+48,5.7296e+04,3.1831e+07,3.1831e+10,6.6075e+43,1.1894e+41,1.1894e+38
3.4600e+05,3.6151e+48,3.6151e+48,3.6151e+48,5.7296e+04,3.1831e+07,3.1831e+10,6.3096e+43,1.1357e+41,1.1357e+38
3.5408e+05,3.4521e+48,3.4521e+48,3.4521e+48,5.7296e+04,3.1831e+07,3.1831e+10,6.0250e+43,1.0845e+41,1.0845e+38
3.6234e+05,3.2964e+48,3.2964e+48,3.2964e+48,5.7296e+04,3.1831e+07,3.1831e+10,5.7533e+43,1.0356e+41,1.0356e+38
3.7080e+05,3.1478e+48,3.1478e+48,3.1478e+48,5.7296e+04,3.1831e+07,3.1831e+10,5.4939e+43,9.8890e+40,9.8890e+37
3.7945e+05,3.0058e+48,3.0058e+48,3.0058e+48,5.7296e+04,3.1831e+07,3.1831e+10,5.2461e+43,9.4430e+40,9.4430e+37
3.8831e+05,2.8703e+48,2.8703e+48,2.8703e+48,5.7296e+04,3.1831e+07,3.1831e+10,5.0096e+43,9.0172e+40,9.0172e+37
3.9737e+05,2.7408e+48,2.7408e+48,2.7408e+48,5.7296e+04,3.1831e+07,3.1831e+10,4.7836e+43,8.6106e+40,8.6106e+37
4.0665e+05,2.6172e+48,2.6172e+48,2.6172e+48,5.7296e+04,3.1831e+07,3.1831e+10,4.5679e+43,8.2223e+40,8.2223e+37
4.1614e+05,2.4992e+48,2.4992e+48,2.4992e+48,5.7296e+04,3.1831e+07,3.1831e+10,4.3619e+43,7.8515e+40,7.8515e+37
4.2585e+05,2.3865e+48,2.3865e+48,2.3865e+48,5.7296e+04,3.1831e+07,3.1831e+10,4.1652e+43,7.4974e+40,7.4974e+37
4.3579e+05,2.2789e+48,2.2789e+48,2.2789e+48,5.7296e+04,3.1831e+07,3.1831e+10,3.9774e+43,7.1593e+40,7.1593e+37
4.4596e+05,2.1761e+48,2.1761e+48,2.1761e+48,5.7296e+04,3.1831e+07,3.1831e+10,3.7980e+43,6.8365e+40,6.8365e+37
4.5637e+05,2.0780e+48,2.0780e+48,2.0780e+48,5.7296e+04,3.1831e+07,3.1831e+10,3.6268e+43,6.5282e+40,6.5282e+37
4.6702e+05,1.9843e+48,1.9843e+48,1.9843e+48,5.7296e+04,3.1831e+07,3.1831e+10,3.4632e+43,6.2338e+40,6.2338e+37
4.7792e+05,1.8948e+48,1.8948e+48,1.8948e+48,5.7296e+04,3.1831e+07,3.1831e+10,3.3070e+43,5.9527e+40,5.9527e+37
4.8908e+05,1.8093e+48,1.8093e+48,1.8093e+48,5.7296e+04,3.1831e+07,3.1831e+10,3.1579e+43,5.6842e+40,5.6842e+37
5.0049e+05,1.7278e+48,1.7278e+48,1.7278e+48,5.7296e+04,3.1831e+07,3.1831e+10,3.0155e+43,5.4279e+40,5.4279e+37
5.1218e+05,1.6498e+48,1.6498e+48,1.6498e+48,5.7296e+04,3.1831e+07,3.1831e+10,2.8795e+43,5.1831e+40,5.1831e+37
5.2413e+05,1.5754e+48,1.5754e+48,1.5754e+48,5.7296e+04,3.1831e+07,3.1831e+10,2.7497e+43,4.9494e+40,4.9494e+37
5.3636e+05,1.5044e+48,1.5044e+48,1.5044e+48,5.7296e+04,3.1831e+07,3.1831e+10,2.6257e+43,4.7262e+40,4.7262e+37
5.4888e+05,1.4365e+48,1.4365e+48,1.4365e+48,5.7296e+04,3.1831e+07,3.1831e+10,2.5073e+43,4.5131e+40,4.5131e+37
5.6169e+05,1.3718e+48,1.3718e+48,1.3718e+48,5.7296e+04,3.1831e+07,3.1831e+10,2.3942e+43,4.3095e+40,4.3095e+37
5.7480e+05,1.3099e+48,1.3099e+48,1.3099e+48,5.7296e+04,3.1831e+07,3.1831e+10,2.2862e+43,4.1152e+40,4.1152e+37
5.8822e+05,1.2508e+48,1.2508e+48,1.2508e+48,5.7296e+04,3.1831e+07,3.1831e+10,2.1831e+43,3.9296e+40,3.9296e+37
6.0195e+05,1.1944e+48,1.1944e+48,1.1944e+48,5.7296e+04,3.1831e+07,3.1831e+10,2.0847e+43,3.7524e+40,3.7524e+37
6.1600e+05,1.1406e+48,1.1406e+48,1.1406e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.9907e+43,3.5832e+40,3.5832e+37
6.3038e+05,1.0891e+48,1.0891e+48,1.0891e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.9009e+43,3.4216e+40,3.4216e+37
6.4509e+05,1.0400e+48,1.0400e+48,1.0400e+48,5.7296e+04,3.1831e+07,3.1831e+10,1.8152e+43,3.2673e+40,3.2673e+37
6.6014e+05,9.9312e+47,9.9312e+47,9.9312e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.7333e+43,3.1200e+40,3.1200e+37
6.7555e+05,9.4833e+47,9.4833e+47,9.4833e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.6552e+43,2.9793e+40,2.9793e+37
6.9132e+05,9.0557e+47,9.0557e+47,9.0557e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.5805e+43,2.8449e+40,2.8449e+37
7.0746e+05,8.6473e+47,8.6473e+47,8.6473e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.5092e+43,2.7166e+40,2.7166e+37
7.2397e+05,8.2573e+47,8.2573e+47,8.2573e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.4412e+43,2.5941e+40,2.5941e+37
7.4087e+05,7.8850e+47,7.8850e+47,7.8850e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.3762e+43,2.4771e+40,2.4771e+37
7.5816e+05,7.5294e+47,7.5294e+47,7.5294e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.3141e+43,2.3654e+40,2.3654e+37
7.7585e+05,7.1898e+47,7.1898e+47,7.1898e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.2549e+43,2.2588e+40,2.2588e+37
7.9396e+05,6.8656e+47,6.8656e+47,6.8656e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.1983e+43,2.1569e+40,2.1569e+37
8.1249e+05,6.5560e+47,6.5560e+47,6.5560e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.1442e+43,2.0596e+40,2.0596e+37
8.3146e+05,6.2604e+47,6.2604e+47,6.2604e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.0926e+43,1.9667e+40,1.9667e+37
8.5086e+05,5.9780e+47,5.9780e+47,5.9780e+47,5.7296e+04,3.1831e+07,3.1831e+10,1.0434e+43,1.8781e+40,1.8781e+37
8.7072e+05,5.7085e+47,5.7085e+47,5.7085e+47,5.7296e+04,3.1831e+07,3.1831e+10,9.9631e+42,1.7934e+40,1.7934e+37
8.9105e+05,5.4510e+47,5.4510e+47,5.4510e+47,5.7296e+04,3.1831e+07,3.1831e+10,9.5139e+42,1.7125e+40,1.7125e+37
9.1184e+05,5.2052e+47,5.2052e+47,5.2052e+47,5.7296e+04,3.1831e+07,3.1831e+10,9.0848e+42,1.6353e+40,1.6353e+37
9.3313e+05,4.9705e+47,4.9705e+47,4.9705e+47,5.7296e+04,3.1831e+07,3.1831e+10,8.6751e+42,1.5615e+40,1.5615e+37
9.5490e+05,4.7463e+47,4.7463e+47,4.7463e+47,5.7296e+04,3.1831e+07,3.1831e+10,8.2839e+42,1.4911e+40,1.4911e+37
9.7719e+05,4.5323e+47,4.5323e+47,4.5323e+47,5.7296e+04,3.1831e+07,3.1831e+10,7.9104e+42,1.4239e+40,1.4239e+37
1.0000e+06,4.3279e+47,4.3279e+47,4.3279e+47,5.7296e+04,3.1831e+07,3.1831e+10,7.5536e+42,1.3597e+40,1.3597e+37
