Zugnummer;Zug;Ergebnis
103;Qxb6;1-0
104;h6;1-0
105;Kf1;1-0
106;Ka3;1-0
107;Ra7#;1-0
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;e6;0-1
5;Nc3;0-1
6;Nc6;0-1
7;d4;0-1
8;cxd4;0-1
9;Nxd4;0-1
10;Nb8;0-1
11;Ndb5;0-1
12;a6;0-1
13;Nd6+;0-1
14;Bxd6;0-1
15;Qxd6;0-1
16;Nc6;0-1
17;Be3;0-1
18;Nf6;0-1
19;h3;0-1
20;Qe7;0-1
21;Qd5;0-1
22;exd5;0-1
23;exd5;0-1
24;Ne5;0-1
25;O-O-O;0-1
26;d6;0-1
27;g4;0-1
28;Ng8;0-1
29;Bd3;0-1
30;Nh6;0-1
31;Bf5;0-1
32;Nxf5;0-1
33;gxf5;0-1
34;Bxf5;0-1
35;Rhg1;0-1
36;f6;0-1
37;Ne2;0-1
38;Rc8;0-1
39;c3;0-1
40;Nf3;0-1
41;Rh1;0-1
42;Qe4;0-1
43;Ng1;0-1
44;Qc2#;0-1
1;e4;0-1
2;e6;0-1
3;d4;0-1
4;d5;0-1
5;Ke2;0-1
6;dxe4;0-1
7;Bf4;0-1
8;Qd5;0-1
9;Bxc7;0-1
10;Na6;0-1
11;Be5;0-1
12;Qb5+;0-1
13;Ke1;0-1
14;Qxb2;0-1
15;Qc1;0-1
16;Qxc1+;0-1
17;Ke2;0-1
18;Bd7;0-1
19;Nd2;0-1
20;Qxa1;0-1
21;f4;0-1
22;h5;0-1
23;Kf2;0-1
24;Nf6;0-1
25;Bxf6;0-1
26;Qxf1+;0-1
27;Kg3;0-1
28;h4+;0-1
29;Bxh4;0-1
30;Qe1+;0-1
31;Kg4;0-1
32;Qxh4#;0-1
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;e6;0-1
5;Bb5;0-1
6;Ne7;0-1
7;b4;0-1
8;a6;0-1
9;Ng5;0-1
10;axb5;0-1
11;Nc3;0-1
12;Qb6;0-1
13;Qh5;0-1
14;Ng6;0-1
15;Kf1;0-1
16;cxb4;0-1
17;Ne2;0-1
18;d5;0-1
19;Nf4;0-1
20;Qd4;0-1
21;h4;0-1
22;Bd6;0-1
23;Nxf7;0-1
24;Kxf7;0-1
25;Nxg6;0-1
26;hxg6;0-1
27;Qg5;0-1
28;Qxa1;0-1
29;d4;0-1
30;Qxd4;0-1
31;Bd2;0-1
32;Ra6;0-1
33;h5;0-1
34;Ke8;0-1
35;Rh3;0-1
36;Qf6;0-1
37;h6;0-1
38;Qxg5;0-1
39;hxg7;0-1
40;Rg8;0-1
41;Bxg5;0-1
42;Rxg7;0-1
43;Rh8+;0-1
44;Kd7;0-1
45;exd5;0-1
46;exd5;0-1
47;g4;0-1
48;Kc7;0-1
49;Bd8+;0-1
50;Kd7;0-1
51;Ke2;0-1
52;Nc6;0-1
53;Bg5;0-1
54;Kc7;0-1
55;Rh1;0-1
56;Bxg4+;0-1
57;f3;0-1
58;Na7;0-1
59;fxg4;0-1
60;Rf7;0-1
61;Rd1;0-1
62;Kc6;0-1
63;Be3;0-1
64;Kd7;0-1
65;Rxd5;0-1
66;Re7;0-1
67;Kd2;0-1
68;Re5;0-1
69;Rd3;0-1
70;Rxe3;0-1
71;Rd5;0-1
72;Re5;0-1
73;c3;0-1
74;Rxd5+;0-1
75;Ke2;0-1
76;Ra3;0-1
77;Kf1;0-1
78;Kd8;0-1
79;c4;0-1
80;bxc4;0-1
81;g5;0-1
82;Rxa2;0-1
83;Ke1;0-1
84;Rd3;0-1
85;Kf1;0-1
86;Rd1#;0-1
1;e4;1-0
2;c5;1-0
3;Nf3;1-0
4;d6;1-0
5;d4;1-0
6;cxd4;1-0
7;Nxd4;1-0
8;Qb6;1-0
9;Nc3;1-0
10;h6;1-0
11;Nd5;1-0
12;Bf5;1-0
13;Nxb6;1-0
14;Bxe4;1-0
15;Nxa8;1-0
16;Nf6;1-0
17;f3;1-0
18;Bg6;1-0
19;Bb5+;1-0
20;Nbd7;1-0
21;Bxd7+;1-0
22;Nxd7;1-0
23;O-O;1-0
24;Ne5;1-0
25;Nc7+;1-0
26;Kd7;1-0
27;Ncb5;1-0
28;a6;1-0
29;Nc3;1-0
30;h5;1-0
31;h4;1-0
32;Bf5;1-0
33;Nxf5;1-0
34;g6;1-0
35;Kf2;1-0
36;Rh7;1-0
37;Ne3;1-0
38;g5;1-0
39;hxg5;1-0
40;a5;1-0
41;Ke1;1-0
42;Nc6;1-0
43;Ned5;1-0
44;h4;1-0
45;Qd3;1-0
46;Rh8;1-0
47;Qf5+;1-0
48;e6;1-0
49;Qxf7+;1-0
50;Be7;1-0
51;a3;1-0
52;h3;1-0
53;gxh3;1-0
54;exd5;1-0
55;Nxd5;1-0
56;Rf8;1-0
57;Qh7;1-0
58;Na7;1-0
59;Qxe7+;1-0
60;Kc6;1-0
61;Be3;1-0
62;Nb5;1-0
63;g6;1-0
64;Rf4;1-0
65;Qe8+;1-0
66;Kxd5;1-0
67;Rg1;1-0
68;Rb4;1-0
69;Rg5+;1-0
70;Kc4;1-0
71;Qe4+;1-0
72;Nd4;1-0
73;Qxd4#;1-0
1;b4;1-0
2;e5;1-0
3;Bb2;1-0
4;Bxb4;1-0
5;Bxe5;1-0
6;Nf6;1-0
7;Nf3;1-0
8;d5;1-0
9;e3;1-0
10;c5;1-0
11;c3;1-0
12;b5;1-0
13;cxb4;1-0
14;Ba6;1-0
15;h4;1-0
16;Nc6;1-0
17;Bxf6;1-0
18;Qxf6;1-0
19;Nc3;1-0
20;O-O;1-0
21;Bxb5;1-0
22;Bxb5;1-0
23;Nxb5;1-0
24;Rab8;1-0
25;Nc3;1-0
26;d4;1-0
27;Nd5;1-0
28;Qf5;1-0
29;Nf4;1-0
30;Rxb4;1-0
31;O-O;1-0
32;Qg6;1-0
33;Nxg6;1-0
34;hxg6;1-0
35;a3;1-0
36;Rb5;1-0
37;Qc2;1-0
38;Rbb8;1-0
39;Kh1;1-0
40;Rfc8;1-0
41;Qxc5;1-0
42;Kh7;1-0
43;Qc1;1-0
44;Ne7;1-0
45;Qd1;1-0
46;dxe3;1-0
47;Ra2;1-0
48;exf2;1-0
49;g3;1-0
50;Nf5;1-0
51;Kg2;1-0
52;Kg8;1-0
53;Rc2;1-0
54;Rd8;1-0
55;Qc1;1-0
56;Re8;1-0
57;Rxf2;1-0
58;Re6;1-0
59;Rc8+;1-0
60;Re8;1-0
61;Rxb8;1-0
62;Nxh4+;1-0
63;Nxh4;1-0
64;Rxb8;1-0
65;Qc7;1-0
66;Rf8;1-0
67;Nxg6;1-0
68;fxg6;1-0
69;Qc4+;1-0
70;Rf7;1-0
71;Qxf7+;1-0
72;Kh7;1-0
73;Kf3;1-0
74;Kh8;1-0
75;Rh2#;1-0
1;e4;0-1
2;e5;0-1
3;Nf3;0-1
4;Nc6;0-1
5;Bc4;0-1
6;Be7;0-1
7;d4;0-1
8;exd4;0-1
9;c3;0-1
10;d6;0-1
11;Rg1;0-1
12;Nf6;0-1
13;cxd4;0-1
14;Nxe4;0-1
15;Nc3;0-1
16;Be6;0-1
17;d5;0-1
18;Nxc3;0-1
19;bxc3;0-1
20;Bc8;0-1
21;dxc6;0-1
22;Qd7;0-1
23;cxd7+;0-1
24;Bxd7;0-1
25;Be3;0-1
26;Bf6;0-1
27;Kd2;0-1
28;O-O;0-1
29;g3;0-1
30;Bg4;0-1
31;h3;0-1
32;Bxh3;0-1
33;Bh6;0-1
34;Bg4;0-1
35;Be3;0-1
36;Rfe8;0-1
37;Qe1;0-1
38;Bxf3;0-1
39;Be2;0-1
40;Be4;0-1
41;Bd3;0-1
42;Bxd3;0-1
43;Kxd3;0-1
44;Re6;0-1
45;Bd4;0-1
46;Rxe1;0-1
47;Bc5;0-1
48;Rxg1;0-1
49;Rxg1;0-1
50;dxc5;0-1
51;Kc4;0-1
52;g5;0-1
53;a4;0-1
54;Kg7;0-1
55;a5;0-1
56;Be7;0-1
57;Rb1;0-1
58;b6;0-1
59;Kd5;0-1
60;bxa5;0-1
61;Ra1;0-1
62;g4;0-1
63;Ke4;0-1
64;Kg6;0-1
65;Ke3;0-1
66;Re8;0-1
67;Rxa5;0-1
68;c4;0-1
69;Kd4;0-1
70;Bd6;0-1
71;Ra2;0-1
72;Re5;0-1
73;Kxc4;0-1
74;Rf5;0-1
75;Rxa7;0-1
76;Rxf2;0-1
77;Ra8;0-1
78;Ba3;0-1
79;Rxa3;0-1
80;Rf3;0-1
81;Ra7;0-1
82;Rxg3;0-1
83;Kd4;0-1
84;c5+;0-1
85;Ke4;0-1
86;f5+;0-1
87;Kf4;0-1
88;Rf3+;0-1
89;Ke5;0-1
90;h5;0-1
91;c4;0-1
92;Rd3;0-1
93;Ra8;0-1
94;Re3+;0-1
95;Kd6;0-1
96;g3;0-1
97;Kxc5;0-1
98;Kf7;0-1
99;Ra7+;0-1
100;Kf6;0-1
101;Ra8;0-1
102;Kf7;0-1
103;Ra7+;0-1
104;Re7;0-1
105;Ra8;0-1
106;g2;0-1
107;Rc8;0-1
108;g1=Q+;0-1
109;Kb5;0-1
110;Rb7+;0-1
111;Kc6;0-1
112;Re7;0-1
113;Rc7;0-1
114;Rxc7+;0-1
115;Kxc7;0-1
116;f4;0-1
117;c5;0-1
118;Qxc5+;0-1
119;Kb7;0-1
120;Kg7;0-1
121;Ka8;0-1
122;f3;0-1
123;Kb8;0-1
124;f2;0-1
125;Ka8;0-1
126;f1=Q;0-1
127;Kb8;0-1
128;Qb1+;0-1
129;Ka8;0-1
130;Qa3#;0-1
1;e4;1-0
2;d5;1-0
3;exd5;1-0
4;Nf6;1-0
5;d4;1-0
6;Nxd5;1-0
7;Nf3;1-0
8;Bf5;1-0
9;Bd3;1-0
10;Bxd3;1-0
11;Qxd3;1-0
12;e6;1-0
13;O-O;1-0
14;Qe7;1-0
15;c4;1-0
16;Nb6;1-0
17;Re1;1-0
18;Nc6;1-0
19;d5;1-0
20;O-O-O;1-0
21;Qc3;1-0
22;Nb8;1-0
23;Be3;1-0
24;Qd7;1-0
25;Ne5;1-0
26;Qe8;1-0
27;Nf3;1-0
28;e5;1-0
29;Bxb6;1-0
30;axb6;1-0
31;Nxe5;1-0
32;Bd6;1-0
33;Na3;1-0
34;Bxe5;1-0
35;h3;1-0
36;g6;1-0
37;Qxe5;1-0
38;Qxe5;1-0
39;Rxe5;1-0
40;c6;1-0
41;Rae1;1-0
42;Na6;1-0
43;Nb1;1-0
44;Nb4;1-0
45;Re7;1-0
46;Nxa2;1-0
47;Rxf7;1-0
48;Rhe8;1-0
49;Na3;1-0
50;Nb4;1-0
51;Rxe8;1-0
52;Rxe8;1-0
53;Rxh7;1-0
54;Kb8;1-0
55;Rg7;1-0
56;g5;1-0
57;Rxg5;1-0
58;Nd3;1-0
59;b4;1-0
60;Re1+;1-0
61;Kh2;1-0
62;Nxf2;1-0
63;Nc2;1-0
64;Rh1+;1-0
65;Kg3;1-0
66;Ne4+;1-0
67;Kf4;1-0
68;Nxg5;1-0
69;Kxg5;1-0
70;Rb1;1-0
71;h4;1-0
72;b5;1-0
73;cxb5;1-0
74;Rb2;1-0
75;dxc6;1-0
76;Rxc2;1-0
77;g4;1-0
78;Rc4;1-0
79;h5;1-0
80;Rxb4;1-0
81;h6;1-0
82;Rxb5+;1-0
83;Kg6;1-0
84;Rg5+;1-0
85;Kxg5;1-0
86;b5;1-0
87;h7;1-0
88;Ka7;1-0
89;h8=Q;1-0
90;Kb6;1-0
91;Qf6;1-0
92;Kc7;1-0
93;Kf4;1-0
94;Kb6;1-0
95;Qd6;1-0
96;b4;1-0
97;c7+;1-0
98;Kb7;1-0
99;c8=Q+;1-0
100;Kxc8;1-0
101;g5;1-0
102;b3;1-0
103;g6;1-0
104;b2;1-0
105;g7;1-0
106;b1=Q;1-0
107;g8=Q+;1-0
108;Kb7;1-0
109;Qgb8#;1-0
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;Nc6;1-0
5;Bb5;1-0
6;a6;1-0
7;Ba4;1-0
8;Nf6;1-0
9;O-O;1-0
10;Ba3;1-0
11;bxa3;1-0
12;O-O;1-0
13;Bxc6;1-0
14;bxc6;1-0
15;d3;1-0
16;d5;1-0
17;a4;1-0
18;Bg4;1-0
19;h3;1-0
20;dxe4;1-0
21;g3;1-0
22;Bxf3;1-0
23;Qd2;1-0
24;h6;1-0
25;dxe4;1-0
26;Bxe4;1-0
27;Qd5;1-0
28;Ra7;1-0
29;Qxe5;1-0
30;Re8;1-0
31;Qc5;1-0
32;Ra8;1-0
33;Bb2;1-0
34;Bg6;1-0
35;Qc3;1-0
36;Re2;1-0
37;Qf3;1-0
38;Re6;1-0
39;Na3;1-0
40;Ne4;1-0
41;Rad1;1-0
42;Qh4;1-0
43;gxh4;1-0
44;Rb8;1-0
45;Ba1;1-0
46;Rbe8;1-0
47;Kh2;1-0
48;Nd2;1-0
49;Qh1;1-0
50;Nxf1+;1-0
51;Qxf1;1-0
52;Bh5;1-0
53;Bc3;1-0
54;Kh8;1-0
55;Rd3;1-0
56;f6;1-0
57;Rg3;1-0
58;Kh7;1-0
59;f3;1-0
60;Re2+;1-0
61;Rg2;1-0
62;R2e3;1-0
63;Rf2;1-0
64;Rxc3;1-0
65;Nb1;1-0
66;Rc5;1-0
67;Rg2;1-0
68;Kh8;1-0
69;Na3;1-0
70;Rc3;1-0
71;Nb1;1-0
72;Rxf3;1-0
73;Qxa6;1-0
74;Rfe3;1-0
75;Nd2;1-0
76;R8e7;1-0
77;Qxc6;1-0
78;Be8;1-0
79;Qd5;1-0
80;Bxa4;1-0
81;Qa8+;1-0
82;Be8;1-0
83;Nb3;1-0
84;g5;1-0
85;hxg5;1-0
86;Rf3;1-0
87;Qxf3;1-0
88;Re3;1-0
89;Qxf6+;1-0
90;Kh7;1-0
91;gxh6;1-0
92;Rxh3+;1-0
93;Kxh3;1-0
94;Bd7+;1-0
95;Kg3;1-0
96;c6;1-0
97;Qg7#;1-0
1;e4;1-0
2;e6;1-0
3;Nc3;1-0
4;g6;1-0
5;h4;1-0
6;h6;1-0
7;d4;1-0
8;d5;1-0
9;Bf4;1-0
10;dxe4;1-0
11;Nxe4;1-0
12;Nd7;1-0
13;Bd3;1-0
14;Ngf6;1-0
15;Qe2;1-0
16;Ne5;1-0
17;Nxf6+;1-0
18;Ke7;1-0
19;Qxe5;1-0
20;g5;1-0
21;Qc5+;1-0
22;Qd6;1-0
23;Bxd6+;1-0
24;cxd6;1-0
25;Qc7+;1-0
26;Bd7;1-0
27;Nxd7;1-0
28;Rc8;1-0
29;Qxc8;1-0
30;gxh4;1-0
31;Qxb7;1-0
32;Rh7;1-0
33;Bxh7;1-0
34;h5;1-0
35;Ne5+;1-0
36;Kf6;1-0
37;Qxf7+;1-0
38;Kg5;1-0
39;Qg6+;1-0
40;Kf4;1-0
41;Rxh4#;1-0
1;e4;0-1
2;c5;0-1
3;Nf3;0-1
4;Qa5;0-1
5;Be2;0-1
6;b6;0-1
7;Nc3;0-1
8;a6;0-1
9;d4;0-1
10;cxd4;0-1
11;g4;0-1
12;dxc3;0-1
13;b4;0-1
14;Qxb4;0-1
15;O-O;0-1
16;e6;0-1
17;Be3;0-1
18;Qxe4;0-1
19;Ng5;0-1
20;Qc6;0-1
21;Rb1;0-1
22;b5;0-1
23;a4;0-1
24;b4;0-1
25;Bf3;0-1
26;d5;0-1
27;Bd4;0-1
28;f6;0-1
29;Nxe6;0-1
30;Bxe6;0-1
31;Re1;0-1
32;a5;0-1
33;g5;0-1
34;Ne7;0-1
35;Be2;0-1
36;Bd7;0-1
37;Bb5;0-1
38;Rg8;0-1
39;gxf6;0-1
40;gxf6+;0-1
41;Kh1;0-1
42;Qd6;0-1
43;Qg4;0-1
44;Rxg4;0-1
45;Re3;0-1
46;Qb6;0-1
47;Rb3;0-1
48;Rxd4;0-1
49;f3;0-1
50;Rd1+;0-1
51;Kg2;0-1
52;Rf1;0-1
53;Bxf1;0-1
54;Qxe3;0-1
55;Rb1;0-1
56;Qd2+;0-1
57;Kh1;0-1
58;Qxc2;0-1
59;Re1;0-1
60;Qf5;0-1
61;f4;0-1
62;c2;0-1
63;Kg1;0-1
64;Qg6+;0-1
65;Kf2;0-1
66;Nc6;0-1
67;Bb5;0-1
68;b3;0-1
69;Bd3;0-1
70;Qxd3;0-1
71;h3;0-1
72;c1=Q;0-1
73;Rxc1;0-1
74;Qd2+;0-1
75;Kg3;0-1
76;Nf5+;0-1
77;Kf3;0-1
78;Ncd4+;0-1
79;Kg4;0-1
80;Qe2#;0-1
1;e3;1-0
2;Nf6;1-0
3;Nf3;1-0
4;e6;1-0
5;c4;1-0
6;d5;1-0
7;Ke2;1-0
8;c5;1-0
9;Ng1;1-0
10;Nc6;1-0
11;d3;1-0
12;Bd6;1-0
13;Ke1;1-0
14;Qe7;1-0
15;a3;1-0
16;Na5;1-0
17;Nd2;1-0
18;Ng8;1-0
19;b4;1-0
20;Nc6;1-0
21;Ne4;1-0
22;dxe4;1-0
23;b5;1-0
24;Ne5;1-0
25;dxe4;1-0
26;Bc7;1-0
27;f4;1-0
28;Qd6;1-0
29;Qxd6;1-0
30;Bxd6;1-0
31;Bb2;1-0
32;Ng6;1-0
33;Bxg7;1-0
34;Bc7;1-0
35;Be5;1-0
36;a6;1-0
37;Bxc7;1-0
38;Ke7;1-0
39;Bb6;1-0
40;Nf6;1-0
41;Bxc5+;1-0
42;Ke8;1-0
43;e5;1-0
44;Ne4;1-0
45;Bd4;1-0
46;b6;1-0
47;Nf3;1-0
48;Nc3;1-0
49;Bxc3;1-0
50;axb5;1-0
51;Kf2;1-0
52;Bb7;1-0
53;Nd4;1-0
54;bxc4;1-0
55;Nb5;1-0
56;Kf8;1-0
57;Bd4;1-0
58;Nh4;1-0
59;Rg1;1-0
60;Rg8;1-0
61;e4;1-0
62;Bxe4;1-0
63;Bc3;1-0
64;Rd8;1-0
65;Bb4+;1-0
66;Ke8;1-0
67;g3;1-0
68;Nf3;1-0
69;Bxc4;1-0
70;Nxh2;1-0
71;Ba2;1-0
72;Ng4+;1-0
73;Ke1;1-0
74;h5;1-0
75;Bd6;1-0
76;Ba8;1-0
77;f5;1-0
78;Rc8;1-0
79;fxe6;1-0
80;fxe6;1-0
81;Bxe6;1-0
82;Rb8;1-0
83;Bxg8;1-0
84;Rd8;1-0
85;Rf1;1-0
86;Rxd6;1-0
87;Nxd6+;1-0
88;Ke7;1-0
89;Rf7+;1-0
90;Ke6;1-0
91;Rd1;1-0
92;Nh2;1-0
93;Rf8+;1-0
94;Kd7;1-0
95;e6+;1-0
96;Ke7;1-0
97;Nf5+;1-0
98;Kxf8;1-0
99;Rd8#;1-0
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;Nc6;1-0
5;Bc4;1-0
6;Nf6;1-0
7;Ng5;1-0
8;d5;1-0
9;exd5;1-0
10;Na5;1-0
11;a4;1-0
12;Nxc4;1-0
13;Qe2;1-0
14;Nd6;1-0
15;d4;1-0
16;Bh3;1-0
17;dxe5;1-0
18;Bf5;1-0
19;exd6+;1-0
20;Kd7;1-0
21;Qb5+;1-0
22;Kxd6;1-0
23;Nxf7+;1-0
24;Ke7;1-0
25;Nxd8;1-0
26;Bg4;1-0
27;Qb4+;1-0
28;Kxd8;1-0
29;Qxb7;1-0
30;Rc8;1-0
31;b4;1-0
32;Bd6;1-0
33;Be3;1-0
34;Re8;1-0
35;Nd2;1-0
36;Nxd5;1-0
37;Qxd5;1-0
38;Kd7;1-0
39;Qa8;1-0
40;Rxa8;1-0
41;h3;1-0
42;Bh5;1-0
43;c3;1-0
44;a5;1-0
45;b5;1-0
46;Bc5;1-0
47;g4;1-0
48;Bg6;1-0
49;Ke2;1-0
50;Re7;1-0
51;Rhd1;1-0
52;Kc8;1-0
53;Nc4;1-0
54;Kb7;1-0
55;Rd5;1-0
56;Bxe3;1-0
57;Nxe3;1-0
58;Rf8;1-0
59;Rf1;1-0
60;Re4;1-0
61;c4;1-0
62;Ref4;1-0
63;f3;1-0
64;Ka7;1-0
65;Rc5;1-0
66;Kb7;1-0
67;Nd5;1-0
68;R4f7;1-0
69;Rd1;1-0
70;Kb8;1-0
71;f4;1-0
72;Be4;1-0
73;f5;1-0
74;g6;1-0
75;Re1;1-0
76;gxf5;1-0
77;g5;1-0
78;Rg7;1-0
79;Nf4;1-0
80;Rxg5;1-0
81;Rxc7;1-0
82;Bc6;1-0
83;Rxc6;1-0
84;Re8+;1-0
85;Kf2;1-0
86;Rxe1;1-0
87;Kxe1;1-0
88;Rg3;1-0
89;Rc7;1-0
90;Kxc7;1-0
91;c5;1-0
92;Kb8;1-0
93;c6;1-0
94;Ra3;1-0
95;Nd5;1-0
96;Rxh3;1-0
97;c7+;1-0
98;Kb7;1-0
99;Kd2;1-0
100;h5;1-0
101;b6;1-0
102;Rf3;1-0
103;Ne7;1-0
104;Kxb6;1-0
105;c8=Q;1-0
106;Rf2+;1-0
107;Kd3;1-0
108;Rf3+;1-0
109;Kd4;1-0
110;Rf4+;1-0
111;Kd5;1-0
112;Rb4;1-0
113;Qd7;1-0
114;Rb5+;1-0
115;axb5;1-0
116;a4;1-0
117;Nc8+;1-0
118;Ka5;1-0
119;Qf7;1-0
120;Kb4;1-0
121;Qc7;1-0
122;Kb3;1-0
123;b6;1-0
124;a3;1-0
125;b7;1-0
126;Kb2;1-0
127;Qc4;1-0
128;f4;1-0
129;b8=Q+;1-0
130;Ka1;1-0
131;Qc2;1-0
132;a2;1-0
133;Qcb2#;1-0
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;b5;1-0
5;Bxb5;1-0
6;h5;1-0
7;O-O;1-0
8;c6;1-0
9;Ba4;1-0
10;Na6;1-0
11;Bb3;1-0
12;Qc7;1-0
13;d4;1-0
14;h4;1-0
15;h3;1-0
16;exd4;1-0
17;Qxd4;1-0
18;Nc5;1-0
19;Nc3;1-0
20;Ne6;1-0
21;Bxe6;1-0
22;dxe6;1-0
23;Rd1;1-0
24;Be7;1-0
25;b3;1-0
26;Qb6;1-0
27;Qd3;1-0
28;Rh5;1-0
29;Bf4;1-0
30;Rh8;1-0
31;Ne5;1-0
32;g6;1-0
33;Nc4;1-0
34;Qb4;1-0
35;a3;1-0
36;Qb7;1-0
37;Nd6+;1-0
38;Bxd6;1-0
39;Qxd6;1-0
40;f6;1-0
41;e5;1-0
42;f5;1-0
43;Bg5;1-0
44;Rh5;1-0
45;Na4;1-0
46;Kf7;1-0
47;Nc5;1-0
48;Rxg5;1-0
49;Nxb7;1-0
50;Bxb7;1-0
51;Qc7+;1-0
52;Ne7;1-0
53;Qxb7;1-0
54;Re8;1-0
55;Rd4;1-0
56;Rh5;1-0
57;Rad1;1-0
58;c5;1-0
59;Rd8;1-0
60;Rhh8;1-0
61;R8d7;1-0
62;a6;1-0
63;Qxa6;1-0
64;f4;1-0
65;Kf1;1-0
66;g5;1-0
67;f3;1-0
68;Rh7;1-0
69;R1d3;1-0
70;Rg7;1-0
71;Qd6;1-0
72;Rg6;1-0
73;a4;1-0
74;Rf6;1-0
75;a5;1-0
76;c4;1-0
77;bxc4;1-0
78;Rg6;1-0
79;a6;1-0
80;Rf6;1-0
81;a7;1-0
82;Rd8;1-0
83;Qxe7+;1-0
84;Kg6;1-0
85;R3d4;1-0
86;Kh5;1-0
87;Qxf6;1-0
88;Rxd7;1-0
89;Rxd7;1-0
90;g4;1-0
91;fxg4#;1-0
1;e4;0-1
2;Nh6;0-1
3;d4;0-1
4;c6;0-1
5;Nc3;0-1
6;d5;0-1
7;Nf3;0-1
8;g6;0-1
9;Bf4;0-1
10;Bg7;0-1
11;Bd3;0-1
12;Qa5;0-1
13;Be3;0-1
14;dxe4;0-1
15;Bxe4;0-1
16;Qc5;0-1
17;Nd5;0-1
18;Qa5+;0-1
19;Bd2;0-1
20;Qd8;0-1
21;Nf4;0-1
22;O-O;0-1
23;Qe2;0-1
24;Nd7;0-1
25;O-O-O;0-1
26;Nf6;0-1
27;Bd3;0-1
28;Nhg4;0-1
29;h3;0-1
30;Nh6;0-1
31;g4;0-1
32;Nd5;0-1
33;Rhe1;0-1
34;Re8;0-1
35;Kb1;0-1
36;Bf8;0-1
37;a3;0-1
38;Bg7;0-1
39;c4;0-1
40;Nxf4;0-1
41;Bxf4;0-1
42;f6;0-1
43;c5;0-1
44;Nf7;0-1
45;Qc2;0-1
46;e6;0-1
47;Bc4;0-1
48;Ne5;0-1
49;dxe5;0-1
50;Qe7;0-1
51;Bd3;0-1
52;Rd8;0-1
53;Re3;0-1
54;Rd5;0-1
55;exf6;0-1
56;Qxf6;0-1
57;Be5;0-1
58;Qf8;0-1
59;h4;0-1
60;b5;0-1
61;h5;0-1
62;b4;0-1
63;hxg6;0-1
64;hxg6;0-1
65;Be2;0-1
66;Bxe5;0-1
67;Nxe5;0-1
68;Qf6;0-1
69;axb4;0-1
70;Rxd1+;0-1
71;Bxd1;0-1
72;a5;0-1
73;b5;0-1
74;cxb5;0-1
75;Rf3;0-1
76;Qg7;0-1
77;Rf5;0-1
78;exf5;0-1
79;Qb3+;0-1
80;Kh7;0-1
81;Qd5;0-1
82;Ra6;0-1
83;c6;0-1
84;fxg4;0-1
85;Bc2;0-1
86;Qf6;0-1
87;Bxg6+;0-1
88;Kg7;0-1
89;Ka2;0-1
90;Qf8;0-1
91;Kb1;0-1
92;Bf5+;0-1
93;Bxf5;0-1
94;Qxf5+;0-1
95;Qd3;0-1
96;Qxd3+;0-1
97;Nxd3;0-1
98;Kg8;0-1
99;Ne5;0-1
100;Ra8;0-1
101;c7;0-1
102;Rc8;0-1
103;Nxg4;0-1
104;Rxc7;0-1
105;f4;0-1
106;Kf7;0-1
107;f5;0-1
108;Ke7;0-1
109;Ne3;0-1
110;Rc5;0-1
111;Ka1;0-1
112;Kd6;0-1
113;f6;0-1
114;Ke6;0-1
115;Kb1;0-1
116;Kxf6;0-1
117;Nc2;0-1
118;Rd5;0-1
119;Na1;0-1
120;Ke5;0-1
121;Ka2;0-1
122;Rd3;0-1
123;Nb3;0-1
124;Ke4;0-1
125;Kb1;0-1
126;Rxb3;0-1
127;Kc2;0-1
128;Rxb2+;0-1
129;Kxb2;0-1
130;Kd4;0-1
131;Kb3;0-1
132;a4+;0-1
133;Kb4;0-1
134;Kd5;0-1
135;Ka3;0-1
136;Kc4;0-1
137;Ka2;0-1
138;b4;0-1
139;Ka1;0-1
140;a3;0-1
141;Ka2;0-1
142;Kc3;0-1
143;Kb1;0-1
144;b3;0-1
145;Ka1;0-1
146;b2+;0-1
147;Kb1;0-1
148;a2+;0-1
149;Kxa2;0-1
150;Kc2;0-1
151;Ka3;0-1
152;b1=Q;0-1
153;Ka4;0-1
154;Qb6;0-1
155;Ka3;0-1
156;Qb3#;0-1
1;e4;1-0
2;e5;1-0
3;Nf3;1-0
4;g6;1-0
5;d4;1-0
6;exd4;1-0
7;Rg1;1-0
8;Bg7;1-0
9;Nxd4;1-0
10;Nf6;1-0
11;Nc3;1-0
12;b5;1-0
13;e5;1-0
14;O-O;1-0
15;exf6;1-0
16;Qxf6;1-0
17;Be3;1-0
18;b4;1-0
19;Qf3;1-0
20;Qxf3;1-0
21;gxf3;1-0
22;Bh6;1-0
23;Bxh6;1-0
24;bxc3;1-0
25;bxc3;1-0
26;Re8+;1-0
27;Be3;1-0
28;Rd8;1-0
29;Nb3;1-0
30;f6;1-0
31;O-O-O;1-0
32;Ba6;1-0
33;Bg2;1-0
34;Re8;1-0
35;f4;1-0
36;c6;1-0
37;Bf3;1-0
38;d5;1-0
39;Rxd5;1-0
40;cxd5;1-0
41;Bxd5+;1-0
42;Kf8;1-0
43;Bxa8;1-0
44;Rd8;1-0
45;Bxa7;1-0
