Datetime,price,volume,ma_short,ma_long,rsi,trad_signal,trad_signal_trend,amplitude,time_comp,fft_period,resonance_score,use_grid,direction_hint,res_signal
2024-03-02 01:00:00+00:00,62075.40234375,0,61962.360677083336,,51.842983513663704,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 02:00:00+00:00,62185.3125,0,62012.182942708336,,49.44216051813158,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 03:00:00+00:00,62360.2109375,127614976,62063.471354166664,,48.90171678245067,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 04:00:00+00:00,62113.74609375,69468160,62089.978352864586,,51.98218571757632,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 05:00:00+00:00,62039.50390625,249438208,62120.443359375,,59.88895531576112,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 06:00:00+00:00,62074.390625,0,62142.66943359375,,58.08196298778287,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 07:00:00+00:00,62088.69140625,0,62168.411458333336,,52.80992771487068,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 08:00:00+00:00,62026.6015625,0,62171.826009114586,,43.83474229833011,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 09:00:00+00:00,61921.04296875,0,62160.768880208336,,45.09717568214457,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 10:00:00+00:00,61951.3671875,0,62156.826497395836,,18.853499579532965,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 11:00:00+00:00,61930.19921875,0,62158.6787109375,,25.463659421575827,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 12:00:00+00:00,62161.8671875,0,62155.423502604164,,36.57070949185044,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 13:00:00+00:00,61902.421875,0,62131.910807291664,,34.026396310404195,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 14:00:00+00:00,61858.30078125,0,62128.802571614586,,35.496704457416186,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 15:00:00+00:00,61849.58203125,0,62153.51904296875,,42.03622477655694,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 16:00:00+00:00,61911.3046875,0,62172.24169921875,,39.996862700359365,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 17:00:00+00:00,61845.76171875,0,62170.00048828125,,29.58946144905076,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 18:00:00+00:00,62069.0234375,0,62156.671875,,48.192367810284665,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 19:00:00+00:00,62156.65234375,0,62154.819986979164,,54.684297995701506,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 20:00:00+00:00,61946.1875,0,62104.448567708336,,45.50484851805183,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 21:00:00+00:00,61937.00390625,0,62075.477701822914,,44.66226804123711,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 22:00:00+00:00,61808.24609375,0,62042.505533854164,,42.660648027792874,hold,hold,,,,0.0,False,0.0,hold
2024-03-02 23:00:00+00:00,62026.18359375,0,62024.346842447914,,53.285756837391894,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 00:00:00+00:00,61803.45703125,0,62001.769205729164,,45.873843008798254,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 01:00:00+00:00,61832.2578125,0,61991.63818359375,,47.279375861283214,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 02:00:00+00:00,61817.6484375,0,61976.31884765625,,39.127108689429164,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 03:00:00+00:00,61970.9765625,0,61960.100748697914,,52.32104787045512,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 04:00:00+00:00,62048.54296875,0,61957.383951822914,,56.2983674060586,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 05:00:00+00:00,61932.19921875,0,61952.912923177086,,52.553262381209926,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 06:00:00+00:00,61897.43359375,0,61945.539713541664,,49.56405377202136,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 07:00:00+00:00,61686.625,1009821696,61928.786946614586,,45.41705383800226,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 08:00:00+00:00,61635.96484375,311441408,61912.510416666664,,36.15171493740585,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 09:00:00+00:00,61750.3046875,0,61905.396321614586,,37.22412586124314,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 10:00:00+00:00,61703.2421875,0,61895.057779947914,,41.486897865770196,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 11:00:00+00:00,61816.875,0,61890.3359375,,46.07765360705877,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 12:00:00+00:00,62234.63671875,1828536320,61893.368001302086,,61.71181610616126,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 13:00:00+00:00,62366.32421875,568070144,61912.697265625,,59.80744625254546,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 14:00:00+00:00,62233.8828125,0,61928.346516927086,,63.09233273528748,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 15:00:00+00:00,62220.3359375,0,61943.794596354164,,61.914801755774626,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 16:00:00+00:00,62835.11328125,778219520,61982.28662109375,,72.8261879264503,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 17:00:00+00:00,62617.78515625,875382784,62014.454264322914,,64.10568766324154,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 18:00:00+00:00,62871.80078125,260872192,62047.9033203125,,66.67072715422049,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 19:00:00+00:00,62767.04296875,0,62073.336263020836,,66.98503676435527,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 20:00:00+00:00,62794.6796875,0,62108.690104166664,,68.30772958488292,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 21:00:00+00:00,62842.59765625,94810112,62146.423177083336,,75.26642839944878,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 22:00:00+00:00,62739.65625,994560000,62185.23193359375,,73.5846851674705,hold,hold,,,,0.0,False,0.0,hold
2024-03-03 23:00:00+00:00,63153.92578125,379727872,62232.22119140625,,76.5859750837177,hold,hold,2165.5234375,,,0.0,False,0.0,hold
2024-03-04 00:00:00+00:00,63322.6875,3886088192,62295.5224609375,,79.3220904803533,hold,hold,2333.109375,,,0.0,False,0.0,hold
2024-03-04 01:00:00+00:00,63561.00390625,1845315584,62367.553548177086,,80.21538673924724,hold,hold,2571.42578125,,,0.0,False,0.0,hold
2024-03-04 02:00:00+00:00,63676.73046875,1402550272,62445.015299479164,,77.9029410341992,hold,hold,2547.44140625,,,0.0,False,0.0,hold
2024-03-04 03:00:00+00:00,63450.8984375,644132864,62506.6787109375,,70.2476674975242,hold,hold,2420.34375,,,0.0,False,0.0,hold
2024-03-04 04:00:00+00:00,63653.3203125,495407104,62573.54443359375,,75.82438824706631,hold,hold,2420.34375,,,0.0,False,0.0,hold
2024-03-04 05:00:00+00:00,63440.01171875,341594112,62636.369954427086,,70.6864133797806,hold,hold,2420.34375,,,0.0,False,0.0,hold
2024-03-04 06:00:00+00:00,63685.953125,374853632,62710.8916015625,,66.49441364050108,hold,hold,2429.56640625,,,0.0,False,0.0,hold
2024-03-04 07:00:00+00:00,64076.93359375,28491776,62810.48779296875,,76.50271595688525,hold,hold,2820.546875,,,0.0,False,0.0,hold
2024-03-04 08:00:00+00:00,65255.671875,4218085376,62961.308919270836,,82.41112408160578,hold,hold,3999.28515625,,,0.0,False,0.0,hold
2024-03-04 09:00:00+00:00,65380.68359375,2586632192,63112.57470703125,,85.34043636532655,hold,hold,4124.296875,,,0.0,False,0.0,hold
2024-03-04 10:00:00+00:00,65101.1953125,1725710336,63254.156087239586,,79.19894136356803,hold,hold,4124.296875,,,0.0,False,0.0,hold
2024-03-04 11:00:00+00:00,65159.87109375,944025600,63393.447591145836,,79.25544401331142,hold,hold,4124.296875,,,0.0,False,0.0,hold
2024-03-04 12:00:00+00:00,65150.50390625,0,63514.942057291664,,81.17335800895232,hold,hold,4124.296875,,,0.0,False,0.0,hold
2024-03-04 13:00:00+00:00,65126.17578125,854028288,63629.935872395836,,78.36220320283658,hold,hold,4124.296875,,,0.0,False,0.0,hold
2024-03-04 14:00:00+00:00,66284.2109375,4680417280,63798.699544270836,,83.1550544894782,hold,hold,5027.82421875,,,0.0,False,0.0,hold
