episode,step,price,e_long,e_short,trend,vol_bin,pos,policy_action,effective_action,block_reason,btc_before,btc_after,cash_before,cash_after,delta_btc,delta_cash,total_usd_before,total_usd_after
2,151,63762.28,0.040951,0.002269,uptrend,low,FLAT,HOLD,HOLD,none,0.18047981,0.18047981,51286.49,51286.49,0.00000000,0.00,62794.30,62794.30
2,152,63691.77,0.039800,0.000809,uptrend,low,FLAT,HOLD,HOLD,none,0.18047981,0.18047981,51286.49,51286.49,0.00000000,0.00,62781.57,62781.57
2,153,63697.39,0.039894,0.000540,uptrend,low,FLAT,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.18047981,0.26078632,51286.49,46157.84,0.08030651,-5128.65,62782.59,62769.25
2,154,63700.12,0.039934,0.000970,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.26078632,0.23470769,46157.84,47814.74,-0.02607863,1656.89,62769.96,62765.65
2,155,63852.87,0.042387,0.003379,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.23470769,0.21123692,47814.74,49309.52,-0.02347077,1494.78,62801.50,62797.60
2,156,63732.43,0.040406,0.001669,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.21123692,0.19011323,49309.52,50652.28,-0.02112369,1342.76,62772.16,62768.66
2,157,64107.66,0.046495,0.007329,uptrend,low,FLAT,HOLD,HOLD,none,0.19011323,0.19011323,50652.28,50652.28,0.00000000,0.00,62839.99,62839.99
2,158,64143.01,0.047015,0.007690,uptrend,low,FLAT,HOLD,HOLD,none,0.19011323,0.19011323,50652.28,50652.28,0.00000000,0.00,62846.71,62846.71
2,159,64449.70,0.051926,0.011973,uptrend,low,FLAT,HOLD,HOLD,none,0.19011323,0.19011323,50652.28,50652.28,0.00000000,0.00,62905.02,62905.02
2,160,64307.66,0.049543,0.009324,uptrend,low,FLAT,HOLD,HOLD,none,0.19011323,0.19011323,50652.28,50652.28,0.00000000,0.00,62878.02,62878.02
2,161,64254.80,0.048629,0.007981,uptrend,low,FLAT,HOLD,HOLD,none,0.19011323,0.19011323,50652.28,50652.28,0.00000000,0.00,62867.97,62867.97
2,162,63935.07,0.043407,0.002777,uptrend,low,FLAT,HOLD,HOLD,none,0.19011323,0.19011323,50652.28,50652.28,0.00000000,0.00,62807.18,62807.18
2,163,63885.30,0.042582,0.002042,uptrend,low,FLAT,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.19011323,0.26919337,50652.28,45587.05,0.07908014,-5065.23,62797.72,62784.55
2,164,63745.68,0.040295,-0.000048,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.26919337,0.24227404,45587.05,47298.58,-0.02691934,1711.53,62746.97,62742.50
2,165,63816.86,0.041437,0.001139,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.24227404,0.21804663,47298.58,48840.68,-0.02422740,1542.10,62759.75,62755.73
2,166,63897.91,0.042683,0.002233,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.21804663,0.19624197,48840.68,50230.33,-0.02180466,1389.65,62773.40,62769.78
2,167,64044.05,0.044973,0.004427,uptrend,low,FLAT,HOLD,HOLD,none,0.19624197,0.19624197,50230.33,50230.33,0.00000000,0.00,62798.46,62798.46
2,168,64230.75,0.047918,0.006892,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.19624197,0.17661777,50230.33,51487.53,-0.01962420,1257.20,62835.10,62831.82
2,169,64160.97,0.046684,0.005253,uptrend,low,FLAT,BUY_SMALL,BUY_SMALL,none,0.17661777,0.25665656,51487.53,46338.78,0.08003879,-5148.75,62819.50,62806.11
2,170,63867.81,0.041785,0.000212,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.25665656,0.23099090,46338.78,47973.72,-0.02566566,1634.95,62730.87,62726.61
2,171,63887.49,0.041961,0.000099,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.23099090,0.20789181,47973.72,49445.63,-0.02309909,1471.91,62731.15,62727.32
2,172,64157.86,0.046206,0.003820,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.20789181,0.18710263,49445.63,50775.95,-0.02078918,1330.32,62783.52,62780.05
2,173,64168.03,0.046195,0.003352,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62781.96,62781.96
2,174,64237.54,0.047113,0.003885,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62794.96,62794.96
2,175,64512.59,0.051382,0.007691,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62846.42,62846.42
2,176,65137.70,0.061287,0.016498,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62963.38,62963.38
2,177,65146.60,0.061160,0.015680,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62965.05,62965.05
2,178,64092.96,0.043828,-0.001002,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62767.91,62767.91
2,179,64215.81,0.045630,0.000677,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62790.90,62790.90
2,180,63572.52,0.035059,-0.009244,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62670.54,62670.54
2,181,63847.66,0.039350,-0.004788,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62722.02,62722.02
2,182,63313.23,0.030604,-0.012586,uptrend,low,FLAT,HOLD,HOLD,none,0.18710263,0.18710263,50775.95,50775.95,0.00000000,0.00,62622.02,62622.02
2,183,63701.54,0.036853,-0.006047,uptrend,low,FLAT,BUY_SMALL,BUY_SMALL,none,0.18710263,0.26660453,50775.95,45698.36,0.07950190,-5077.60,62694.67,62681.47
2,184,63156.26,0.027941,-0.013817,uptrend,low,PARTIAL,HOLD,HOLD,none,0.26660453,0.26660453,45698.36,45698.36,0.00000000,0.00,62536.10,62536.10
2,185,63122.36,0.027382,-0.013620,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.26660453,0.23994408,45698.36,47376.85,-0.02666045,1678.50,62527.06,62522.69
2,186,63423.66,0.032228,-0.008581,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.23994408,0.21594967,47376.85,48894.71,-0.02399441,1517.86,62594.98,62591.03
2,187,63191.60,0.028418,-0.011762,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.21594967,0.19435471,48894.71,50255.78,-0.02159497,1361.07,62540.91,62537.36
2,188,63316.73,0.030418,-0.009529,uptrend,low,FLAT,HOLD,HOLD,none,0.19435471,0.19435471,50255.78,50255.78,0.00000000,0.00,62561.68,62561.68
2,189,63572.67,0.034535,-0.005367,uptrend,low,FLAT,HOLD,HOLD,none,0.19435471,0.19435471,50255.78,50255.78,0.00000000,0.00,62611.43,62611.43
2,190,63495.07,0.033309,-0.006320,uptrend,low,FLAT,HOLD,HOLD,none,0.19435471,0.19435471,50255.78,50255.78,0.00000000,0.00,62596.35,62596.35
2,191,63165.91,0.028018,-0.010905,uptrend,low,FLAT,HOLD,HOLD,none,0.19435471,0.19435471,50255.78,50255.78,0.00000000,0.00,62532.37,62532.37
2,192,63524.02,0.033950,-0.004838,uptrend,low,FLAT,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.19435471,0.27326205,50255.78,45230.20,0.07890735,-5025.58,62601.97,62588.90
2,193,63877.76,0.039702,0.000888,uptrend,low,PARTIAL,HOLD,HOLD,none,0.27326205,0.27326205,45230.20,45230.20,0.00000000,0.00,62685.57,62685.57
2,194,63700.41,0.036825,-0.001781,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.27326205,0.24593585,45230.20,46966.37,-0.02732621,1736.16,62637.11,62632.58
2,195,63240.82,0.029383,-0.008565,uptrend,low,PARTIAL,HOLD,HOLD,none,0.24593585,0.24593585,46966.37,46966.37,0.00000000,0.00,62519.55,62519.55
2,196,63432.48,0.032497,-0.005089,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.24593585,0.22134226,46966.37,48522.34,-0.02459358,1555.98,62566.69,62562.63
2,197,63510.21,0.033745,-0.003441,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.22134226,0.19920803,48522.34,49924.44,-0.02213423,1402.09,62579.84,62576.18
2,198,63645.37,0.035918,-0.000933,uptrend,low,PARTIAL,SELL_SMALL,SELL_SMALL,none,0.19920803,0.17928723,49924.44,51189.01,-0.01992080,1264.57,62603.11,62599.81
2,199,63701.36,0.036773,0.000476,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62609.85,62609.85
2,200,64266.51,0.045735,0.009928,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62711.17,62711.17
2,201,64126.30,0.043207,0.008399,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62686.03,62686.03
2,202,64107.62,0.042663,0.008095,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62682.68,62682.68
2,203,63506.20,0.032649,-0.000898,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62574.86,62574.86
2,204,63659.40,0.034893,0.001455,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62602.32,62602.32
2,205,63161.84,0.026575,-0.005925,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62513.12,62513.12
2,206,63822.89,0.037058,0.004143,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62631.64,62631.64
2,207,63724.53,0.035166,0.002581,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62614.00,62614.00
2,208,63590.96,0.032672,0.000194,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62590.05,62590.05
2,209,63410.48,0.029434,-0.002833,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62557.70,62557.70
2,210,63153.76,0.024970,-0.006694,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62511.67,62511.67
2,211,62989.29,0.021919,-0.009150,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62482.18,62482.18
2,212,62971.67,0.021325,-0.009203,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62479.02,62479.02
2,213,63089.33,0.022943,-0.007037,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62500.12,62500.12
2,214,62841.54,0.018697,-0.010513,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62455.69,62455.69
2,215,62364.82,0.010803,-0.017503,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62370.22,62370.22
2,216,62598.95,0.014364,-0.013215,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62412.20,62412.20
2,217,62521.04,0.012860,-0.013564,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62398.23,62398.23
2,218,62799.08,0.017075,-0.008590,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62448.08,62448.08
2,219,62860.43,0.017806,-0.007373,uptrend,low,FLAT,HOLD,HOLD,none,0.17928723,0.17928723,51189.01,51189.01,0.00000000,0.00,62459.08,62459.08
2,220,62568.36,0.012846,-0.011423,uptrend,low,FLAT,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.17928723,0.26088745,51189.01,46070.11,0.08160021,-5118.90,62406.71,62393.41
2,221,62606.46,0.013202,-0.010232,uptrend,low,PARTIAL,HOLD,HOLD,none,0.26088745,0.26088745,46070.11,46070.11,0.00000000,0.00,62403.34,62403.34
2,222,62486.49,0.010977,-0.011374,uptrend,low,PARTIAL,HOLD,HOLD,none,0.26088745,0.26088745,46070.11,46070.11,0.00000000,0.00,62372.05,62372.05
2,223,62184.89,0.005634,-0.015161,uptrend,low,PARTIAL,HOLD,HOLD,none,0.26088745,0.26088745,46070.11,46070.11,0.00000000,0.00,62293.36,62293.36
2,224,62302.26,0.007021,-0.012022,uptrend,low,PARTIAL,HOLD,HOLD,none,0.26088745,0.26088745,46070.11,46070.11,0.00000000,0.00,62323.98,62323.98
2,225,62280.19,0.006164,-0.011166,uptrend,low,PARTIAL,SELL_MEDIUM,SELL_MEDIUM,cooldown,0.26088745,0.23479870,46070.11,47690.69,-0.02608874,1620.59,62318.23,62314.00
2,226,62467.35,0.008721,-0.007117,uptrend,low,PARTIAL,BUY_SMALL,BUY_SMALL,none,0.23479870,0.31094519,47690.69,42921.62,0.07614649,-4769.07,62357.95,62345.55
2,227,62267.50,0.005066,-0.009480,uptrend,low,PARTIAL,HOLD,HOLD,none,0.31094519,0.31094519,42921.62,42921.62,0.00000000,0.00,62283.41,62283.41
2,228,62205.45,0.003650,-0.009513,uptrend,low,PARTIAL,HOLD,HOLD,none,0.31094519,0.31094519,42921.62,42921.62,0.00000000,0.00,62264.11,62264.11
2,229,62349.28,0.005479,-0.006687,uptrend,low,PARTIAL,HOLD,HOLD,none,0.31094519,0.31094519,42921.62,42921.62,0.00000000,0.00,62308.83,62308.83
2,230,62596.14,0.008965,-0.001942,uptrend,low,PARTIAL,HOLD,HOLD,none,0.31094519,0.31094519,42921.62,42921.62,0.00000000,0.00,62385.59,62385.59
2,231,62276.80,0.003290,-0.006077,sideways,low,PARTIAL,HOLD,HOLD,none,0.31094519,0.31094519,42921.62,42921.62,0.00000000,0.00,62286.30,62286.30
2,232,62401.16,0.004775,-0.003304,sideways,low,PARTIAL,HOLD,HOLD,none,0.31094519,0.31094519,42921.62,42921.62,0.00000000,0.00,62324.97,62324.97
2,233,62579.42,0.007150,0.000096,sideways,low,PARTIAL,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.31094519,0.37935431,42921.62,38629.46,0.06840911,-4292.16,62380.39,62369.24
2,234,62502.56,0.005583,-0.000699,sideways,low,PARTIAL,HOLD,HOLD,none,0.37935431,0.37935431,38629.46,38629.46,0.00000000,0.00,62340.08,62340.08
2,235,62233.47,0.000738,-0.004500,sideways,low,PARTIAL,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.37935431,0.44126477,38629.46,34766.52,0.06191046,-3862.95,62238.00,62227.95
2,236,61593.57,-0.009952,-0.013830,sideways,low,PARTIAL,HOLD,HOLD,none,0.44126477,0.44126477,34766.52,34766.52,0.00000000,0.00,61945.59,61945.59
2,237,61473.25,-0.012227,-0.014694,sideways,low,PARTIAL,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.44126477,0.49767324,34766.52,31289.86,0.05640847,-3476.65,61892.50,61883.46
2,238,61231.91,-0.016426,-0.017506,sideways,low,PARTIAL,HOLD,HOLD,none,0.49767324,0.49767324,31289.86,31289.86,0.00000000,0.00,61763.35,61763.35
2,239,61158.58,-0.017873,-0.017891,sideways,low,PARTIAL,HOLD,HOLD,none,0.49767324,0.49767324,31289.86,31289.86,0.00000000,0.00,61726.85,61726.85
2,240,61399.80,-0.014344,-0.013226,sideways,low,PARTIAL,HOLD,HOLD,none,0.49767324,0.49767324,31289.86,31289.86,0.00000000,0.00,61846.90,61846.90
2,241,61519.90,-0.012839,-0.010632,sideways,low,PARTIAL,HOLD,HOLD,none,0.49767324,0.49767324,31289.86,31289.86,0.00000000,0.00,61906.67,61906.67
2,242,61641.91,-0.011281,-0.007901,sideways,low,PARTIAL,BUY_SMALL,BUY_SMALL,none,0.49767324,0.54830196,31289.86,28160.88,0.05062872,-3128.99,61967.40,61959.26
2,243,61672.72,-0.011185,-0.006613,sideways,low,PARTIAL,HOLD,HOLD,none,0.54830196,0.54830196,28160.88,28160.88,0.00000000,0.00,61976.15,61976.15
2,244,61497.86,-0.014380,-0.008718,sideways,low,PARTIAL,HOLD,HOLD,none,0.54830196,0.54830196,28160.88,28160.88,0.00000000,0.00,61880.28,61880.28
2,245,61588.80,-0.013314,-0.006573,sideways,low,PARTIAL,HOLD,HOLD,none,0.54830196,0.54830196,28160.88,28160.88,0.00000000,0.00,61930.14,61930.14
2,246,61619.35,-0.013203,-0.005501,sideways,low,PARTIAL,BUY_SMALL,BUY_SMALL,none,0.54830196,0.59388449,28160.88,25344.79,0.04558253,-2816.09,61946.89,61939.57
2,247,61220.18,-0.019931,-0.011302,sideways,low,PARTIAL,HOLD,HOLD,none,0.59388449,0.59388449,25344.79,25344.79,0.00000000,0.00,61702.50,61702.50
2,248,61269.43,-0.019466,-0.009818,sideways,low,PARTIAL,HOLD,HOLD,none,0.59388449,0.59388449,25344.79,25344.79,0.00000000,0.00,61731.76,61731.76
2,249,61232.75,-0.020376,-0.009712,downtrend,low,PARTIAL,HOLD,HOLD,none,0.59388449,0.59388449,25344.79,25344.79,0.00000000,0.00,61709.97,61709.97
2,250,60860.14,-0.026622,-0.014671,downtrend,low,PARTIAL,HOLD,HOLD,none,0.59388449,0.59388449,25344.79,25344.79,0.00000000,0.00,61488.69,61488.69
2,251,61054.53,-0.023745,-0.010715,downtrend,low,PARTIAL,HOLD,HOLD,none,0.59388449,0.59388449,25344.79,25344.79,0.00000000,0.00,61604.13,61604.13
2,252,61511.66,-0.016710,-0.002841,downtrend,low,PARTIAL,HOLD,HOLD,none,0.59388449,0.59388449,25344.79,25344.79,0.00000000,0.00,61875.61,61875.61
2,253,61136.19,-0.022963,-0.008114,downtrend,low,PARTIAL,HOLD,HOLD,none,0.59388449,0.59388449,25344.79,25344.79,0.00000000,0.00,61652.63,61652.63
2,254,61450.33,-0.018161,-0.002245,downtrend,low,PARTIAL,HOLD,HOLD,none,0.59388449,0.59388449,25344.79,25344.79,0.00000000,0.00,61839.19,61839.19
2,255,62121.36,-0.007711,0.008756,downtrend,low,PARTIAL,HOLD,HOLD,none,0.59388449,0.59388449,25344.79,25344.79,0.00000000,0.00,62237.70,62237.70
2,256,61915.54,-0.011268,0.005745,downtrend,low,PARTIAL,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.59388449,0.63471252,25344.79,22810.31,0.04082803,-2534.48,62115.47,62108.88
2,257,61959.02,-0.010830,0.006874,downtrend,low,PARTIAL,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.63471252,0.67143195,22810.31,20529.28,0.03671944,-2281.03,62136.48,62130.55
2,258,62199.58,-0.007249,0.010990,downtrend,low,PARTIAL,BUY_MEDIUM,HOLD,trend_rule,0.67143195,0.67143195,20529.28,20529.28,0.00000000,0.00,62292.07,62292.07
2,259,62414.94,-0.004113,0.014366,downtrend,low,PARTIAL,BUY_MEDIUM,HOLD,trend_rule,0.67143195,0.67143195,20529.28,20529.28,0.00000000,0.00,62436.66,62436.66
2,260,62623.58,-0.001149,0.017048,downtrend,low,PARTIAL,BUY_MEDIUM,HOLD,trend_rule,0.67143195,0.67143195,20529.28,20529.28,0.00000000,0.00,62576.75,62576.75
2,261,62549.96,-0.002648,0.015112,downtrend,low,PARTIAL,SELL_SMALL,HOLD,ma_sell_guard,0.67143195,0.67143195,20529.28,20529.28,0.00000000,0.00,62527.32,62527.32
2,262,63295.30,0.008856,0.025777,downtrend,low,PARTIAL,HOLD,HOLD,none,0.67143195,0.67143195,20529.28,20529.28,0.00000000,0.00,63027.76,63027.76
2,263,63046.77,0.004520,0.020448,downtrend,low,PARTIAL,HOLD,HOLD,none,0.67143195,0.67143195,20529.28,20529.28,0.00000000,0.00,62860.89,62860.89
2,264,62829.19,0.000695,0.015947,downtrend,low,PARTIAL,HOLD,HOLD,none,0.67143195,0.67143195,20529.28,20529.28,0.00000000,0.00,62714.81,62714.81
2,265,62873.38,0.001065,0.015736,downtrend,low,PARTIAL,BUY_MEDIUM,HOLD,trend_rule,0.67143195,0.67143195,20529.28,20529.28,0.00000000,0.00,62744.48,62744.48
2,266,62875.13,0.000779,0.014921,downtrend,low,PARTIAL,SELL_MEDIUM,SELL_MEDIUM,cooldown,0.67143195,0.60428876,20529.28,24739.94,-0.06714320,4210.66,62745.65,62734.67
2,267,62916.93,0.001143,0.014747,downtrend,low,PARTIAL,BUY_MEDIUM,HOLD,trend_rule,0.60428876,0.60428876,24739.94,24739.94,0.00000000,0.00,62759.94,62759.94
2,268,62931.02,0.001050,0.013998,downtrend,low,PARTIAL,BUY_MEDIUM,HOLD,trend_rule,0.60428876,0.60428876,24739.94,24739.94,0.00000000,0.00,62768.45,62768.45
2,269,62765.61,-0.001888,0.010534,downtrend,low,PARTIAL,BUY_MEDIUM,HOLD,trend_rule,0.60428876,0.60428876,24739.94,24739.94,0.00000000,0.00,62668.49,62668.49
2,270,63175.14,0.004254,0.016067,downtrend,low,PARTIAL,HOLD,HOLD,none,0.60428876,0.60428876,24739.94,24739.94,0.00000000,0.00,62915.97,62915.97
2,271,63133.02,0.003209,0.014090,downtrend,low,PARTIAL,BUY_MEDIUM,HOLD,trend_rule,0.60428876,0.60428876,24739.94,24739.94,0.00000000,0.00,62890.51,62890.51
2,272,62981.24,0.000444,0.010494,sideways,low,PARTIAL,HOLD,HOLD,none,0.60428876,0.60428876,24739.94,24739.94,0.00000000,0.00,62798.79,62798.79
2,273,63096.55,0.001935,0.011084,sideways,low,PARTIAL,HOLD,HOLD,none,0.60428876,0.60428876,24739.94,24739.94,0.00000000,0.00,62868.48,62868.48
2,274,63009.69,0.000180,0.008245,sideways,low,PARTIAL,HOLD,HOLD,none,0.60428876,0.60428876,24739.94,24739.94,0.00000000,0.00,62815.99,62815.99
2,275,63283.12,0.004141,0.011118,sideways,low,PARTIAL,HOLD,HOLD,none,0.60428876,0.60428876,24739.94,24739.94,0.00000000,0.00,62981.22,62981.22
2,276,63016.70,-0.000306,0.005854,sideways,low,PARTIAL,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.60428876,0.64344602,24739.94,22265.95,0.03915726,-2473.99,62820.23,62813.79
2,277,63035.00,-0.000145,0.004877,sideways,low,PARTIAL,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.64344602,0.67867733,22265.95,20039.35,0.03523131,-2226.59,62825.57,62819.78
2,278,61223.12,-0.028845,-0.023860,sideways,low,PARTIAL,BUY_SMALL,BUY_SMALL,none,0.67867733,0.71132390,20039.35,18035.42,0.03264657,-2003.94,61590.10,61584.89
2,279,60913.71,-0.033675,-0.028014,sideways,low,LONG,BUY_SMALL,BUY_SMALL,none,0.71132390,0.74085506,18035.42,16231.88,0.02953116,-1803.54,61364.80,61360.11
2,280,61110.29,-0.030505,-0.024354,sideways,low,LONG,BUY_SMALL,BUY_SMALL,none,0.74085506,0.76734760,16231.88,14608.69,0.02649255,-1623.19,61505.74,61501.52
2,281,60385.11,-0.041877,-0.034922,sideways,low,LONG,BUY_SMALL,BUY_SMALL,none,0.76734760,0.79147724,14608.69,13147.82,0.02412963,-1460.87,60945.06,60941.26
2,282,60648.94,-0.037584,-0.029703,sideways,low,LONG,BUY_SMALL,BUY_SMALL,none,0.79147724,0.81309944,13147.82,11833.04,0.02162220,-1314.78,61150.08,61146.66
2,283,60725.43,-0.036252,-0.027384,sideways,low,LONG,BUY_SMALL,BUY_SMALL,none,0.81309944,0.83253490,11833.04,10649.73,0.01943547,-1183.30,61208.85,61205.78
2,284,60463.70,-0.040189,-0.030178,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.83253490,0.85010254,10649.73,9584.76,0.01756764,-1064.97,60987.88,60985.11
2,285,60613.82,-0.037626,-0.026511,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.85010254,0.86587426,9584.76,8626.28,0.01577172,-958.48,61112.72,61110.23
2,286,60853.02,-0.033645,-0.021069,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.86587426,0.88001300,8626.28,7763.66,0.01413875,-862.63,61317.35,61315.10
2,287,60806.56,-0.034192,-0.020345,downtrend,low,LONG,BUY_MEDIUM,BUY_MEDIUM,cooldown,0.88001300,0.89274760,7763.66,6987.29,0.01273460,-776.37,61274.22,61272.20
2,288,60782.22,-0.034365,-0.019390,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.89274760,0.90421333,6987.29,6288.56,0.01146573,-698.73,61250.47,61248.65
2,289,60870.66,-0.032773,-0.016639,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.90421333,0.91451749,6288.56,5659.70,0.01030416,-628.86,61328.63,61326.99
2,290,60859.14,-0.032788,-0.015490,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.91451749,0.92379299,5659.70,5093.73,0.00927550,-565.97,61316.45,61314.98
2,291,60719.63,-0.034822,-0.016289,downtrend,low,LONG,BUY_SMALL,BUY_SMALL,none,0.92379299,0.93216012,5093.73,4584.36,0.00836713,-509.37,61186.11,61184.78
2,292,60773.37,-0.033753,-0.013983,downtrend,low,LONG,HOLD,HOLD,none,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61234.87,61234.87
2,293,60895.62,-0.031581,-0.010749,downtrend,low,LONG,BUY_SMALL,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61348.83,61348.83
2,294,60953.95,-0.030467,-0.008310,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61403.20,61403.20
2,295,60971.55,-0.030002,-0.006568,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61419.61,61419.61
2,296,60805.28,-0.032432,-0.007812,downtrend,low,LONG,BUY_SMALL,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61264.62,61264.62
2,297,60826.65,-0.031879,-0.005929,downtrend,low,LONG,BUY_SMALL,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61284.54,61284.54
2,298,60732.86,-0.033046,-0.005920,downtrend,low,LONG,BUY_SMALL,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61197.11,61197.11
2,299,60682.45,-0.033557,-0.004981,downtrend,low,LONG,BUY_SMALL,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61150.12,61150.12
2,300,60706.09,-0.032877,-0.003019,downtrend,low,LONG,BUY_SMALL,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61172.16,61172.16
2,301,60947.52,-0.028773,0.002378,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61397.21,61397.21
2,302,60832.04,-0.030336,0.000747,downtrend,low,LONG,BUY_MEDIUM,HOLD,balance,0.93216012,0.93216012,4584.36,4584.36,0.00000000,0.00,61289.56,61289.56
